customer_id;invoice_date;age;gender;item Purchased;category;season;size;color
813;23/03/2020;64;Female;Boots;Footwear;Summer;M;Olive
814;24/03/2020;54;Female;Handbag;Accessories;Summer;S;Olive
815;25/03/2020;31;Female;Shirt;Clothing;Winter;M;Pink
816;26/03/2020;30;Female;Hat;Accessories;Spring;L;Teal
817;27/03/2020;26;Female;Sweater;Clothing;Summer;L;Cyan
818;28/03/2020;25;Female;Handbag;Accessories;Spring;S;Gray
819;29/03/2020;59;Female;Shirt;Clothing;Winter;M;Peach
820;30/03/2020;55;Female;Sunglasses;Accessories;Winter;S;Teal
821;31/03/2020;56;Female;Sneakers;Footwear;Spring;M;Turquoise
822;01/04/2020;62;Female;Hoodie;Clothing;Spring;M;Green
823;02/04/2020;35;Female;Shirt;Clothing;Winter;L;Magenta
824;03/04/2020;51;Female;Sunglasses;Accessories;Winter;M;Green
825;04/04/2020;61;Female;Blouse;Clothing;Spring;M;White
826;05/04/2020;27;Female;Belt;Accessories;Fall;XL;Brown
827;06/04/2020;54;Female;Dress;Clothing;Winter;M;Purple
828;07/04/2020;31;Female;Shoes;Footwear;Fall;S;Green
829;08/04/2020;24;Female;Socks;Clothing;Fall;M;Peach
830;09/04/2020;16;Female;Socks;Clothing;Spring;S;Silver
831;10/04/2020;15;Female;Shorts;Clothing;Fall;M;Maroon
832;11/04/2020;66;Female;Gloves;Accessories;Summer;M;Red
833;12/04/2020;58;Female;Jacket;Outerwear;Fall;L;Blue
834;13/04/2020;43;Female;Handbag;Accessories;Fall;M;Purple
835;14/04/2020;52;Female;Backpack;Accessories;Summer;M;Indigo
836;15/04/2020;35;Female;Boots;Footwear;Summer;L;Indigo
837;16/04/2020;23;Female;Gloves;Accessories;Winter;L;Violet
838;17/04/2020;25;Female;Hoodie;Clothing;Spring;L;Brown
839;18/04/2020;33;Female;Coat;Outerwear;Spring;M;Gray
814;19/04/2020;20;Female;Shirt;Clothing;Spring;L;Teal
815;20/04/2020;16;Female;Shirt;Clothing;Summer;L;Teal
816;21/04/2020;55;Female;Sweater;Clothing;Summer;M;Beige
843;22/04/2020;59;Female;Shirt;Clothing;Spring;M;Violet
844;23/04/2020;65;Female;Hoodie;Clothing;Summer;S;Beige
810;24/04/2020;59;Female;Sandals;Footwear;Winter;L;Purple
846;25/04/2020;31;Female;Belt;Accessories;Winter;XL;Charcoal
847;26/04/2020;10;Female;Boots;Footwear;Spring;M;Pink
820;27/04/2020;53;Female;Hoodie;Clothing;Fall;L;Blue
810;28/04/2020;20;Female;Sandals;Footwear;Fall;M;Lavender
850;29/04/2020;23;Female;Jeans;Clothing;Spring;S;Charcoal
851;30/04/2020;68;Female;Shoes;Footwear;Winter;L;Turquoise
852;01/05/2020;35;Female;Sandals;Footwear;Summer;M;Red
853;02/05/2020;34;Female;Dress;Clothing;Spring;L;Yellow
854;03/05/2020;62;Female;Hat;Accessories;Winter;L;Orange
855;04/05/2020;21;Female;Pants;Clothing;Spring;L;Blue
856;05/05/2020;70;Female;Socks;Clothing;Spring;L;Gold
857;06/05/2020;55;Female;Shirt;Clothing;Summer;M;Gold
858;07/05/2020;43;Female;Shorts;Clothing;Fall;L;Cyan
859;08/05/2020;19;Female;Jacket;Outerwear;Fall;L;Olive
860;09/05/2020;47;Female;Hoodie;Clothing;Winter;M;Teal
861;10/05/2020;26;Female;Shoes;Footwear;Spring;M;Maroon
862;11/05/2020;46;Female;Skirt;Clothing;Spring;XL;Green
863;12/05/2020;19;Female;Coat;Outerwear;Winter;M;Charcoal
864;13/05/2020;10;Female;Sneakers;Footwear;Summer;M;Cyan
865;14/05/2020;51;Female;Jeans;Clothing;Winter;S;Charcoal
866;15/05/2020;64;Female;Blouse;Clothing;Winter;L;Charcoal
867;16/05/2020;67;Female;Sunglasses;Accessories;Summer;M;Lavender
868;17/05/2020;37;Female;Jacket;Outerwear;Spring;M;Turquoise
869;18/05/2020;14;Female;Dress;Clothing;Summer;M;Green
870;19/05/2020;38;Female;Hat;Accessories;Spring;M;Silver
871;20/05/2020;66;Female;Hoodie;Clothing;Fall;M;Blue
872;21/05/2020;47;Female;Handbag;Accessories;Spring;M;Charcoal
873;22/05/2020;56;Female;Jeans;Clothing;Spring;M;Pink
874;23/05/2020;51;Female;Boots;Footwear;Summer;M;Pink
875;24/05/2020;25;Female;Jacket;Outerwear;Fall;M;Magenta
876;25/05/2020;37;Female;Sandals;Footwear;Summer;L;Gray
877;26/05/2020;15;Female;Belt;Accessories;Summer;L;Gray
878;27/05/2020;64;Female;Handbag;Accessories;Winter;M;Orange
879;28/05/2020;23;Female;Sunglasses;Accessories;Summer;S;Black
880;29/05/2020;62;Female;Skirt;Clothing;Spring;S;Lavender
881;30/05/2020;39;Female;Backpack;Accessories;Spring;L;Red
882;31/05/2020;52;Female;Sandals;Footwear;Summer;M;Silver
883;01/06/2020;50;Female;Boots;Footwear;Fall;M;Cyan
884;02/06/2020;28;Female;Sneakers;Footwear;Fall;S;Gold
885;03/06/2020;67;Female;Skirt;Clothing;Winter;L;Yellow
886;04/06/2020;15;Female;Dress;Clothing;Fall;L;Purple
887;05/06/2020;19;Female;Shorts;Clothing;Summer;S;Brown
888;06/06/2020;70;Female;Handbag;Accessories;Winter;L;Turquoise
889;07/06/2020;10;Female;Scarf;Accessories;Spring;S;Gold
890;08/06/2020;59;Female;Belt;Accessories;Fall;S;Olive
891;09/06/2020;52;Female;Gloves;Accessories;Spring;S;Purple
892;10/06/2020;20;Female;Skirt;Clothing;Summer;S;Lavender
893;11/06/2020;31;Female;Shorts;Clothing;Summer;L;Gray
894;12/06/2020;33;Female;Backpack;Accessories;Spring;M;Red
895;13/06/2020;44;Female;Hoodie;Clothing;Spring;L;Purple
896;14/06/2020;14;Female;Hat;Accessories;Spring;XL;Olive
897;15/06/2020;69;Female;Jewelry;Accessories;Spring;M;Lavender
898;16/06/2020;29;Female;Shirt;Clothing;Spring;M;Gray
899;17/06/2020;54;Female;Belt;Accessories;Spring;L;Red
900;18/06/2020;65;Female;Sweater;Clothing;Summer;M;Peach
901;19/06/2020;54;Female;Hat;Accessories;Fall;L;Gray
902;20/06/2020;60;Female;Scarf;Accessories;Summer;L;Violet
903;21/06/2020;43;Female;Hat;Accessories;Summer;M;Beige
904;22/06/2020;44;Female;Jacket;Outerwear;Winter;M;Blue
905;23/06/2020;69;Female;T shirt;Clothing;Spring;L;Magenta
906;24/06/2020;46;Female;Dress;Clothing;Spring;S;Cyan
907;25/06/2020;15;Female;Pants;Clothing;Spring;M;Red
908;26/06/2020;32;Female;Sweater;Clothing;Winter;L;Cyan
909;27/06/2020;26;Female;Sunglasses;Accessories;Winter;M;Turquoise
910;28/06/2020;61;Female;Belt;Accessories;Fall;L;Silver
911;29/06/2020;10;Female;Hoodie;Clothing;Spring;S;Pink
912;30/06/2020;53;Female;Pants;Clothing;Winter;M;Black
913;01/07/2020;24;Female;Hoodie;Clothing;Winter;M;Green
914;02/07/2020;37;Female;Sneakers;Footwear;Fall;M;Yellow
915;03/07/2020;43;Female;Dress;Clothing;Summer;L;Purple
916;04/07/2020;31;Female;Dress;Clothing;Winter;L;Purple
917;05/07/2020;10;Female;Jeans;Clothing;Spring;S;Blue
918;06/07/2020;69;Female;Sweater;Clothing;Spring;M;Maroon
919;07/07/2020;65;Female;Shorts;Clothing;Spring;M;Orange
920;08/07/2020;15;Female;Shirt;Clothing;Winter;L;Green
921;09/07/2020;37;Female;Belt;Accessories;Summer;XL;Gold
922;10/07/2020;70;Female;Coat;Outerwear;Summer;L;Silver
923;11/07/2020;63;Female;Sneakers;Footwear;Fall;M;Cyan
924;12/07/2020;55;Female;Shirt;Clothing;Spring;M;Silver
925;13/07/2020;52;Female;Socks;Clothing;Winter;XL;Beige
926;14/07/2020;22;Female;Jeans;Clothing;Winter;L;Teal
927;15/07/2020;54;Male;Jeans;Clothing;Spring;XL;Green
928;16/07/2020;28;Male;Sneakers;Footwear;Summer;L;Black
929;17/07/2020;67;Male;Dress;Clothing;Winter;XL;Yellow
930;18/07/2020;59;Male;Boots;Footwear;Fall;M;White
931;19/07/2020;26;Male;T shirt;Clothing;Fall;L;Green
932;20/07/2020;24;Male;Coat;Outerwear;Winter;M;Silver
933;21/07/2020;62;Male;Skirt;Clothing;Winter;L;Blue
934;22/07/2020;70;Male;Sneakers;Footwear;Spring;M;Magenta
935;23/07/2020;10;Male;Jeans;Clothing;Spring;S;Yellow
936;24/07/2020;58;Male;Hoodie;Clothing;Fall;L;White
937;25/07/2020;31;Male;Shoes;Footwear;Summer;M;Pink
938;26/07/2020;32;Male;Shorts;Clothing;Summer;M;Magenta
939;27/07/2020;36;Male;Blouse;Clothing;Fall;S;Teal
914;28/07/2020;25;Male;T shirt;Clothing;Winter;L;Indigo
915;29/07/2020;20;Male;Belt;Accessories;Spring;S;Maroon
916;30/07/2020;39;Male;Handbag;Accessories;Winter;L;Black
943;31/07/2020;26;Male;Dress;Clothing;Winter;M;Cyan
944;01/08/2020;32;Male;Hat;Accessories;Winter;L;Cyan
910;02/08/2020;54;Male;Belt;Accessories;Spring;S;Gray
946;03/08/2020;38;Male;Boots;Footwear;Summer;M;Violet
947;04/08/2020;46;Male;Coat;Outerwear;Spring;XL;Blue
920;05/08/2020;57;Male;Blouse;Clothing;Winter;M;Charcoal
910;06/08/2020;10;Male;Hat;Accessories;Summer;L;Olive
950;07/08/2020;33;Male;Jeans;Clothing;Summer;M;Olive
951;08/08/2020;54;Male;Backpack;Accessories;Winter;XL;Turquoise
952;09/08/2020;47;Male;Dress;Clothing;Summer;M;Cyan
953;10/08/2020;36;Male;Hat;Accessories;Fall;S;Red
954;11/08/2020;68;Male;Sunglasses;Accessories;Spring;S;Cyan
955;12/08/2020;60;Male;Hat;Accessories;Fall;S;Turquoise
956;13/08/2020;55;Male;Dress;Clothing;Summer;L;Lavender
957;14/08/2020;29;Male;Shirt;Clothing;Spring;XL;Cyan
958;15/08/2020;38;Male;Scarf;Accessories;Spring;XL;Violet
959;16/08/2020;70;Male;Sneakers;Footwear;Winter;XL;Beige
960;17/08/2020;36;Male;Skirt;Clothing;Spring;M;Cyan
961;18/08/2020;18;Male;Jewelry;Accessories;Spring;XL;Indigo
962;19/08/2020;62;Male;Boots;Footwear;Fall;L;Olive
963;20/08/2020;29;Male;Sunglasses;Accessories;Spring;L;Green
964;21/08/2020;21;Male;Boots;Footwear;Spring;L;Green
965;22/08/2020;16;Male;Sandals;Footwear;Spring;M;Beige
966;23/08/2020;43;Male;Boots;Footwear;Spring;L;Black
967;24/08/2020;58;Male;Dress;Clothing;Spring;M;Brown
968;25/08/2020;27;Male;Hoodie;Clothing;Summer;S;Silver
969;26/08/2020;57;Male;Shorts;Clothing;Summer;L;Gray
970;27/08/2020;14;Male;Coat;Outerwear;Fall;S;Pink
971;28/08/2020;10;Male;Jeans;Clothing;Winter;S;Maroon
972;29/08/2020;47;Male;Sunglasses;Accessories;Summer;M;Cyan
973;30/08/2020;61;Male;Sneakers;Footwear;Winter;L;Gold
974;31/08/2020;60;Male;Jacket;Outerwear;Fall;M;Teal
975;01/09/2020;69;Male;Skirt;Clothing;Spring;M;Beige
976;02/09/2020;58;Male;Sweater;Clothing;Summer;M;Olive
977;03/09/2020;34;Male;T shirt;Clothing;Fall;M;Gray
978;04/09/2020;20;Male;Belt;Accessories;Spring;M;Black
979;05/09/2020;56;Male;Gloves;Accessories;Summer;M;Turquoise
980;06/09/2020;64;Male;Hat;Accessories;Fall;S;Brown
981;07/09/2020;56;Male;Boots;Footwear;Spring;S;Magenta
982;08/09/2020;27;Male;Belt;Accessories;Spring;M;Silver
983;09/09/2020;35;Male;Coat;Outerwear;Summer;S;Red
984;10/09/2020;24;Male;Hat;Accessories;Winter;L;Indigo
985;11/09/2020;26;Male;Shoes;Footwear;Summer;M;Green
986;12/09/2020;32;Male;Handbag;Accessories;Fall;M;Gray
987;13/09/2020;54;Male;Scarf;Accessories;Spring;S;Peach
988;14/09/2020;62;Male;Handbag;Accessories;Summer;M;Charcoal
989;15/09/2020;50;Male;Pants;Clothing;Winter;M;Orange
990;16/09/2020;70;Male;Shoes;Footwear;Spring;M;Beige
991;17/09/2020;20;Male;Sunglasses;Accessories;Spring;S;Yellow
992;18/09/2020;20;Male;Shorts;Clothing;Spring;XL;White
993;19/09/2020;46;Male;Jacket;Outerwear;Winter;M;Gray
994;20/09/2020;51;Male;Sandals;Footwear;Winter;M;Peach
995;21/09/2020;53;Male;Shoes;Footwear;Fall;L;Violet
996;22/09/2020;44;Male;Jewelry;Accessories;Spring;M;Magenta
997;23/09/2020;29;Male;Sandals;Footwear;Summer;L;Maroon
998;24/09/2020;64;Male;Pants;Clothing;Spring;M;Cyan
999;25/09/2020;51;Male;Shoes;Footwear;Spring;M;White
1000;26/09/2020;50;Male;Socks;Clothing;Spring;L;Brown
1001;27/09/2020;43;Male;Socks;Clothing;Winter;M;Red
1002;28/09/2020;61;Male;Dress;Clothing;Fall;M;Orange
1003;29/09/2020;55;Male;Shoes;Footwear;Spring;M;White
1004;30/09/2020;56;Male;Hat;Accessories;Fall;M;Green
1005;01/10/2020;33;Male;Backpack;Accessories;Summer;M;Black
1006;02/10/2020;43;Male;Backpack;Accessories;Winter;M;Gold
1007;03/10/2020;21;Male;Pants;Clothing;Summer;S;Lavender
1008;04/10/2020;58;Male;Gloves;Accessories;Spring;XL;Turquoise
1009;05/10/2020;15;Male;Scarf;Accessories;Spring;M;Pink
1010;06/10/2020;39;Male;Hoodie;Clothing;Summer;M;Silver
1011;07/10/2020;54;Male;Jeans;Clothing;Spring;XL;Gray
1012;08/10/2020;43;Male;Backpack;Accessories;Spring;L;Indigo
1013;09/10/2020;28;Male;Sandals;Footwear;Summer;L;Teal
1014;10/10/2020;59;Male;Belt;Accessories;Summer;XL;Green
1015;11/10/2020;28;Male;Shoes;Footwear;Summer;M;Violet
1016;12/10/2020;68;Male;Gloves;Accessories;Summer;M;Cyan
1017;13/10/2020;20;Male;Belt;Accessories;Summer;XL;Blue
1018;14/10/2020;21;Male;Jacket;Outerwear;Fall;L;Orange
1019;15/10/2020;50;Male;Dress;Clothing;Spring;XL;Charcoal
1020;16/10/2020;32;Male;Shirt;Clothing;Winter;S;Beige
1021;17/10/2020;24;Male;Scarf;Accessories;Fall;M;Black
1022;18/10/2020;55;Male;Coat;Outerwear;Winter;S;Lavender
1023;19/10/2020;61;Male;Handbag;Accessories;Winter;M;Lavender
1024;20/10/2020;61;Male;Sunglasses;Accessories;Winter;S;Turquoise
1025;21/10/2020;28;Male;T shirt;Clothing;Summer;M;Purple
1026;22/10/2020;60;Male;Shirt;Clothing;Winter;M;Olive
1027;23/10/2020;10;Male;Handbag;Accessories;Winter;L;Turquoise
1028;24/10/2020;33;Male;Jewelry;Accessories;Summer;L;Teal
1029;25/10/2020;10;Male;Hoodie;Clothing;Summer;S;Lavender
1030;26/10/2020;29;Male;Gloves;Accessories;Spring;M;Purple
1031;27/10/2020;58;Male;Coat;Outerwear;Winter;L;Blue
1032;28/10/2020;22;Male;Sandals;Footwear;Spring;M;Teal
1033;29/10/2020;55;Male;Boots;Footwear;Fall;M;Lavender
1034;30/10/2020;19;Male;Pants;Clothing;Spring;S;Silver
1035;31/10/2020;68;Male;Socks;Clothing;Fall;M;Olive
1036;01/11/2020;61;Male;Blouse;Clothing;Fall;M;Brown
1037;02/11/2020;68;Male;Handbag;Accessories;Fall;M;Yellow
1038;03/11/2020;52;Male;Jewelry;Accessories;Spring;XL;Brown
1039;04/11/2020;15;Male;Pants;Clothing;Fall;XL;Cyan
1014;05/11/2020;29;Male;Belt;Accessories;Fall;M;Magenta
1015;06/11/2020;68;Male;Jeans;Clothing;Fall;S;Magenta
1016;07/11/2020;36;Male;Shirt;Clothing;Summer;M;Orange
1043;08/11/2020;55;Male;Belt;Accessories;Spring;M;Maroon
1044;09/11/2020;28;Male;Jeans;Clothing;Spring;M;Green
1010;10/11/2020;39;Male;Jeans;Clothing;Summer;L;Teal
1046;11/11/2020;54;Male;Sweater;Clothing;Fall;L;Black
1047;12/11/2020;14;Male;Sneakers;Footwear;Winter;M;Magenta
1020;13/11/2020;31;Male;Socks;Clothing;Fall;S;Olive
1010;14/11/2020;30;Male;Socks;Clothing;Fall;L;Yellow
1050;15/11/2020;10;Male;Sunglasses;Accessories;Fall;S;Purple
1051;16/11/2020;20;Male;Sneakers;Footwear;Winter;M;Beige
1052;17/11/2020;10;Male;Socks;Clothing;Fall;M;Indigo
1053;18/11/2020;60;Male;Shoes;Footwear;Fall;XL;Pink
1054;19/11/2020;59;Male;Blouse;Clothing;Spring;M;Blue
1055;20/11/2020;18;Male;Shorts;Clothing;Winter;L;Cyan
1056;21/11/2020;70;Male;Jacket;Outerwear;Spring;M;Orange
1057;22/11/2020;20;Male;Sweater;Clothing;Winter;L;Black
1058;23/11/2020;65;Male;Jacket;Outerwear;Spring;S;Maroon
1059;24/11/2020;29;Male;Scarf;Accessories;Summer;L;Violet
1060;25/11/2020;22;Male;Jacket;Outerwear;Winter;M;Beige
1061;26/11/2020;27;Male;Sweater;Clothing;Summer;S;Gray
1062;27/11/2020;36;Male;Coat;Outerwear;Summer;M;Gray
1063;28/11/2020;59;Male;Boots;Footwear;Fall;M;Brown
1064;29/11/2020;62;Male;Hoodie;Clothing;Summer;S;Indigo
1065;30/11/2020;34;Male;Hat;Accessories;Spring;M;Violet
1066;01/12/2020;59;Male;T shirt;Clothing;Spring;XL;Blue
1067;02/12/2020;10;Male;Coat;Outerwear;Winter;M;Red
1068;03/12/2020;18;Male;Dress;Clothing;Summer;S;Peach
1069;04/12/2020;55;Male;Shirt;Clothing;Fall;M;Olive
1070;05/12/2020;38;Male;Skirt;Clothing;Fall;XL;White
1071;06/12/2020;50;Male;Jewelry;Accessories;Summer;M;Magenta
1072;07/12/2020;61;Male;Hat;Accessories;Summer;M;Beige
1073;08/12/2020;20;Male;Shorts;Clothing;Fall;L;Gold
1074;09/12/2020;22;Male;Scarf;Accessories;Spring;XL;Purple
1075;10/12/2020;20;Male;Jewelry;Accessories;Fall;S;White
1076;11/12/2020;57;Male;Sunglasses;Accessories;Summer;L;Indigo
1077;12/12/2020;33;Male;Coat;Outerwear;Spring;L;Charcoal
1078;13/12/2020;58;Male;Jacket;Outerwear;Winter;M;Pink
1079;14/12/2020;37;Male;Sweater;Clothing;Fall;M;Silver
1080;15/12/2020;18;Male;Coat;Outerwear;Summer;S;Blue
1081;16/12/2020;65;Male;Scarf;Accessories;Fall;L;Blue
1082;17/12/2020;62;Male;Belt;Accessories;Spring;XL;Brown
1083;18/12/2020;54;Male;Hat;Accessories;Winter;XL;Cyan
1084;19/12/2020;35;Male;Backpack;Accessories;Summer;L;Teal
1085;20/12/2020;34;Male;T shirt;Clothing;Fall;S;Purple
1086;21/12/2020;25;Male;Jewelry;Accessories;Winter;M;Turquoise
1087;22/12/2020;53;Male;Sunglasses;Accessories;Winter;M;Olive
1088;23/12/2020;10;Male;Jeans;Clothing;Winter;S;White
1089;24/12/2020;10;Male;Pants;Clothing;Winter;M;Turquoise
1090;25/12/2020;14;Male;Backpack;Accessories;Spring;M;Silver
1091;26/12/2020;38;Male;Scarf;Accessories;Spring;M;Violet
1092;27/12/2020;44;Male;Sweater;Clothing;Spring;L;Lavender
1093;28/12/2020;68;Male;Jewelry;Accessories;Spring;L;Magenta
1094;29/12/2020;60;Male;Sneakers;Footwear;Winter;S;Indigo
1095;30/12/2020;25;Male;Jewelry;Accessories;Winter;M;Black
1096;31/12/2020;19;Male;Coat;Outerwear;Summer;S;Peach
1097;01/01/2021;57;Male;Coat;Outerwear;Fall;S;Beige
1098;02/01/2021;58;Male;Sunglasses;Accessories;Summer;M;Black
1099;03/01/2021;10;Male;Handbag;Accessories;Spring;S;Turquoise
1100;04/01/2021;19;Male;Sweater;Clothing;Fall;M;Peach
1101;05/01/2021;50;Male;Pants;Clothing;Spring;L;Gold
1102;06/01/2021;30;Male;Gloves;Accessories;Fall;XL;Silver
1103;07/01/2021;52;Male;Sweater;Clothing;Fall;M;Peach
1104;08/01/2021;35;Male;Hoodie;Clothing;Spring;S;Charcoal
1105;09/01/2021;35;Male;Hat;Accessories;Fall;M;Beige
1106;10/01/2021;33;Male;T shirt;Clothing;Spring;S;Olive
1107;11/01/2021;52;Male;Skirt;Clothing;Winter;L;Violet
1108;12/01/2021;69;Male;Sneakers;Footwear;Fall;M;Peach
1109;13/01/2021;27;Male;Shorts;Clothing;Fall;M;Teal
1110;14/01/2021;66;Male;Hoodie;Clothing;Winter;L;Violet
1111;15/01/2021;28;Male;Hoodie;Clothing;Fall;L;Cyan
1112;16/01/2021;22;Male;Shoes;Footwear;Summer;S;Olive
1113;17/01/2021;69;Male;Hoodie;Clothing;Spring;XL;Pink
1114;18/01/2021;28;Male;Sunglasses;Accessories;Summer;M;Purple
1115;19/01/2021;55;Male;Skirt;Clothing;Fall;L;Violet
1116;20/01/2021;30;Male;Hat;Accessories;Fall;S;Peach
1117;21/01/2021;67;Male;Backpack;Accessories;Winter;M;Charcoal
1118;22/01/2021;25;Male;Sunglasses;Accessories;Spring;L;Lavender
1119;23/01/2021;10;Male;Belt;Accessories;Summer;M;Purple
1120;24/01/2021;34;Male;Jewelry;Accessories;Spring;M;Indigo
1121;25/01/2021;22;Female;Sneakers;Footwear;Winter;M;Magenta
1122;26/01/2021;63;Female;T shirt;Clothing;Fall;XL;Peach
1123;27/01/2021;70;Female;Handbag;Accessories;Spring;S;Charcoal
1124;28/01/2021;36;Female;Hat;Accessories;Fall;S;Purple
1125;29/01/2021;16;Female;Sweater;Clothing;Spring;M;Orange
1126;30/01/2021;27;Female;Sandals;Footwear;Summer;M;Lavender
1127;31/01/2021;23;Female;Scarf;Accessories;Winter;L;Beige
1128;01/02/2021;50;Female;Shirt;Clothing;Spring;XL;Maroon
1129;02/02/2021;56;Female;Gloves;Accessories;Winter;L;Charcoal
1130;03/02/2021;37;Female;Hoodie;Clothing;Winter;XL;White
1131;04/02/2021;67;Female;Jewelry;Accessories;Summer;M;Lavender
1132;05/02/2021;67;Female;Shirt;Clothing;Spring;M;Black
1133;06/02/2021;50;Female;Hoodie;Clothing;Spring;S;Teal
1134;07/02/2021;36;Female;Shoes;Footwear;Winter;XL;Magenta
1135;08/02/2021;62;Female;T shirt;Clothing;Summer;M;Brown
1136;09/02/2021;65;Female;Skirt;Clothing;Winter;L;Peach
1137;10/02/2021;23;Female;Handbag;Accessories;Summer;S;Cyan
1138;11/02/2021;46;Female;Shirt;Clothing;Winter;XL;Pink
1139;12/02/2021;18;Female;Pants;Clothing;Summer;M;Purple
1114;13/02/2021;58;Female;Coat;Outerwear;Spring;L;Purple
1115;14/02/2021;31;Female;Jeans;Clothing;Winter;M;White
1116;15/02/2021;39;Female;Gloves;Accessories;Winter;S;Silver
1143;16/02/2021;69;Male;T shirt;Clothing;Spring;L;Green
1144;17/02/2021;68;Male;Boots;Footwear;Winter;L;Teal
1110;18/02/2021;15;Male;Jeans;Clothing;Fall;S;Indigo
1146;19/02/2021;31;Male;Sneakers;Footwear;Summer;L;Pink
1147;20/02/2021;20;Male;Sneakers;Footwear;Summer;M;Indigo
1120;21/02/2021;59;Male;Hat;Accessories;Winter;XL;Red
1110;22/02/2021;34;Male;Pants;Clothing;Spring;M;Violet
1150;23/02/2021;21;Male;Jewelry;Accessories;Spring;L;Cyan
1151;24/02/2021;29;Male;Jewelry;Accessories;Winter;S;Red
1152;25/02/2021;15;Male;Blouse;Clothing;Spring;M;Gray
1153;26/02/2021;62;Male;Handbag;Accessories;Fall;M;Gold
1154;27/02/2021;27;Male;Shirt;Clothing;Summer;M;Pink
1155;28/02/2021;10;Male;Dress;Clothing;Spring;L;Cyan
1156;01/03/2021;67;Male;T shirt;Clothing;Fall;S;Red
1157;02/03/2021;20;Male;Shoes;Footwear;Summer;M;Gold
1158;03/03/2021;37;Male;Belt;Accessories;Fall;M;Charcoal
1159;04/03/2021;69;Male;Belt;Accessories;Summer;L;Orange
1160;05/03/2021;66;Male;Handbag;Accessories;Fall;L;Blue
1161;06/03/2021;37;Male;Scarf;Accessories;Summer;S;Blue
1162;07/03/2021;63;Male;Shorts;Clothing;Fall;S;Orange
1163;08/03/2021;47;Male;Sandals;Footwear;Winter;M;Blue
1164;09/03/2021;26;Male;Pants;Clothing;Summer;L;White
1165;10/03/2021;68;Male;Dress;Clothing;Winter;M;Green
1166;11/03/2021;51;Male;T shirt;Clothing;Winter;M;Silver
1167;12/03/2021;20;Male;Dress;Clothing;Winter;S;Lavender
1168;13/03/2021;60;Male;Socks;Clothing;Summer;XL;Beige
1169;14/03/2021;68;Male;Scarf;Accessories;Summer;L;Violet
1170;15/03/2021;25;Male;Backpack;Accessories;Fall;S;Gray
1171;16/03/2021;57;Male;Skirt;Clothing;Spring;S;Red
1172;17/03/2021;15;Male;Socks;Clothing;Spring;M;Lavender
1173;18/03/2021;59;Male;Coat;Outerwear;Spring;L;Peach
1174;19/03/2021;44;Male;Jewelry;Accessories;Winter;M;Indigo
1175;20/03/2021;16;Male;Backpack;Accessories;Winter;M;Black
1176;21/03/2021;35;Male;Belt;Accessories;Spring;M;Beige
1177;22/03/2021;36;Male;Dress;Clothing;Winter;M;Red
1178;23/03/2021;54;Male;Skirt;Clothing;Spring;M;Black
1179;24/03/2021;37;Male;Dress;Clothing;Spring;M;Teal
1180;25/03/2021;20;Male;T shirt;Clothing;Summer;M;Blue
1181;26/03/2021;23;Male;Skirt;Clothing;Spring;S;Beige
1182;27/03/2021;61;Male;Shorts;Clothing;Summer;L;Teal
1183;28/03/2021;37;Male;Jewelry;Accessories;Spring;M;Maroon
1184;29/03/2021;23;Male;Pants;Clothing;Spring;M;Yellow
1185;30/03/2021;63;Male;Belt;Accessories;Fall;S;Indigo
1186;31/03/2021;47;Male;Jeans;Clothing;Spring;M;Magenta
1187;01/04/2021;63;Male;Jeans;Clothing;Summer;M;Beige
1188;02/04/2021;56;Male;Hat;Accessories;Fall;L;Maroon
1189;03/04/2021;68;Male;Blouse;Clothing;Summer;M;Magenta
1190;04/04/2021;64;Male;Shirt;Clothing;Summer;XL;Teal
1191;05/04/2021;62;Male;Shirt;Clothing;Winter;M;Orange
1192;06/04/2021;34;Male;T shirt;Clothing;Winter;L;Charcoal
1193;07/04/2021;10;Male;Coat;Outerwear;Summer;M;Turquoise
1194;08/04/2021;14;Male;Jacket;Outerwear;Fall;L;Pink
1195;09/04/2021;50;Male;Hoodie;Clothing;Winter;S;Teal
1196;10/04/2021;25;Male;Scarf;Accessories;Winter;M;White
1197;11/04/2021;30;Male;Belt;Accessories;Winter;M;Maroon
1198;12/04/2021;54;Male;Sneakers;Footwear;Fall;L;Violet
1199;13/04/2021;14;Male;Socks;Clothing;Summer;M;Brown
1200;14/04/2021;10;Male;Sandals;Footwear;Fall;M;Indigo
1201;15/04/2021;27;Male;Coat;Outerwear;Winter;XL;Black
1202;16/04/2021;27;Male;Shoes;Footwear;Summer;XL;Black
1203;17/04/2021;20;Male;Scarf;Accessories;Spring;S;Olive
1204;18/04/2021;14;Male;Sneakers;Footwear;Winter;M;Orange
1205;19/04/2021;67;Male;Belt;Accessories;Spring;M;Pink
1206;20/04/2021;52;Male;Handbag;Accessories;Spring;M;Olive
1207;21/04/2021;22;Male;Handbag;Accessories;Fall;S;Cyan
1208;22/04/2021;62;Male;Boots;Footwear;Summer;M;White
1209;23/04/2021;20;Male;Boots;Footwear;Winter;S;Red
1210;24/04/2021;15;Male;Pants;Clothing;Winter;M;Blue
1211;25/04/2021;34;Male;Sunglasses;Accessories;Fall;M;Olive
1212;26/04/2021;23;Male;Hoodie;Clothing;Spring;M;Green
1213;27/04/2021;32;Male;Shoes;Footwear;Summer;M;Yellow
