purchased_id;payment_method;shipping_type;promo_code ;Frequency of Purchases;purchase_amount;customer_id;brand_id
3124;Bank Transfer;Store Pickup;No;Bi Weekly;68;2024;2123
3125;Bank Transfer;Express;No;Weekly;23;2025;2124
3126;Bank Transfer;Express;No;Fortnightly;29;2026;2125
3127;Bank Transfer;Express;No;Every Three Months;35;2027;2126
3128;Venmo;Standard;No;Every Three Months;73;2028;2127
3129;Cash;Two Day;No;Bi Weekly;84;2029;2128
3130;Bank Transfer;Next Day;No;Quarterly;23;2030;2129
3131;Venmo;Standard;No;Monthly;67;2031;2130
3132;Credit Card;Standard;No;Monthly;51;2032;2131
3133;Credit Card;Next Day;No;Annually;36;2033;2132
3134;Cash;Express;No;Annually;55;2034;2133
3135;Credit Card;Store Pickup;No;Monthly;30;2035;2134
3136;Venmo;Express;No;Weekly;70;2036;2135
3137;PayPal;Next Day;No;Weekly;63;2037;2136
3138;Cash;Express;No;Bi Weekly;87;2038;2137
3139;Debit Card;Next Day;No;Fortnightly;70;2039;2138
3140;Cash;Next Day;No;Bi Weekly;51;2040;2139
3141;Debit Card;Free Shipping;No;Quarterly;25;2041;2140
3142;Cash;Next Day;No;Bi Weekly;32;2042;2141
3143;Credit Card;Two Day;No;Monthly;52;2043;2142
3144;PayPal;Standard;No;Weekly;33;2044;2143
3145;Cash;Free Shipping;No;Fortnightly;68;2045;2144
3146;PayPal;Express;No;Quarterly;20;2046;2145
3147;Bank Transfer;Free Shipping;No;Every Three Months;32;2047;2146
3148;Cash;Store Pickup;No;Annually;82;2048;2147
3149;Credit Card;Express;No;Quarterly;64;2049;2148
3150;Debit Card;Standard;No;Annually;24;2050;2149
3151;Credit Card;Store Pickup;No;Annually;96;2051;2150
3152;Cash;Free Shipping;No;Monthly;94;2052;2151
3153;PayPal;Two Day;No;Annually;48;2053;2152
3154;Bank Transfer;Two Day;No;Fortnightly;60;2054;2153
3155;PayPal;Express;No;Annually;56;2055;2154
3156;Debit Card;Two Day;No;Weekly;33;2056;2155
3157;Cash;Two Day;No;Monthly;46;2057;2156
3158;Credit Card;Standard;No;Every Three Months;37;2058;2157
3159;Debit Card;Store Pickup;No;Quarterly;98;2059;2158
3160;Cash;Express;No;Weekly;50;2060;2159
3161;Debit Card;Next Day;No;Quarterly;63;2061;2160
3162;PayPal;Store Pickup;No;Annually;70;2062;2161
3163;PayPal;Standard;No;Quarterly;63;2063;2162
3164;Venmo;Standard;No;Monthly;86;2064;2163
3165;Bank Transfer;Two Day;No;Monthly;99;2065;2164
3166;PayPal;Free Shipping;No;Bi Weekly;40;2066;2165
3167;Credit Card;Store Pickup;No;Fortnightly;92;2067;2166
3168;Cash;Two Day;No;Fortnightly;21;2068;2167
3169;Credit Card;Store Pickup;No;Monthly;81;2069;2168
3170;Cash;Free Shipping;No;Quarterly;82;2070;2169
3171;Cash;Express;No;Monthly;88;2071;2170
3172;Debit Card;Store Pickup;No;Quarterly;100;2072;2171
3173;Credit Card;Next Day;No;Weekly;66;2073;2172
3174;Debit Card;Next Day;No;Every Three Months;25;2074;2173
3175;Credit Card;Free Shipping;No;Fortnightly;53;2075;2174
3176;Bank Transfer;Express;No;Monthly;28;2076;2175
3177;Cash;Free Shipping;No;Bi Weekly;23;2077;2176
3178;Bank Transfer;Free Shipping;No;Annually;34;2078;2177
3179;Venmo;Next Day;No;Weekly;42;2079;2178
3180;Debit Card;Next Day;No;Quarterly;24;2080;2179
3181;Credit Card;Free Shipping;No;Bi Weekly;47;2081;2180
3182;Credit Card;Standard;No;Bi Weekly;78;2082;2181
3183;Cash;Free Shipping;No;Every Three Months;89;2083;2182
3184;Credit Card;Store Pickup;No;Fortnightly;59;2084;2183
3185;Bank Transfer;Standard;No;Quarterly;94;2085;2184
3186;Cash;Free Shipping;No;Weekly;49;2086;2185
3187;Credit Card;Two Day;No;Every Three Months;89;2087;2186
3188;Credit Card;Standard;No;Weekly;91;2088;2187
3189;Cash;Standard;No;Annually;89;2089;2188
3190;Cash;Free Shipping;No;Every Three Months;57;2090;2189
3191;Debit Card;Free Shipping;No;Monthly;71;2091;2190
3192;PayPal;Next Day;No;Quarterly;97;2092;2191
3193;Bank Transfer;Next Day;No;Weekly;45;2093;2192
3194;Venmo;Store Pickup;No;Annually;91;2094;2193
3195;Bank Transfer;Standard;No;Annually;25;2095;2194
3196;Credit Card;Store Pickup;No;Fortnightly;63;2096;2195
3197;Debit Card;Free Shipping;No;Annually;52;2097;2196
3198;Credit Card;Next Day;No;Weekly;43;2098;2197
3199;Credit Card;Two Day;No;Quarterly;28;2099;2198
3200;Debit Card;Express;No;Annually;78;2100;2199
3201;PayPal;Free Shipping;No;Fortnightly;31;2101;2200
3202;Cash;Next Day;No;Bi Weekly;23;2102;2201
3203;PayPal;Store Pickup;No;Monthly;25;2103;2202
3204;PayPal;Store Pickup;No;Weekly;86;2104;2203
3205;Bank Transfer;Free Shipping;No;Weekly;88;2105;2204
3206;Credit Card;Free Shipping;No;Bi Weekly;35;2106;2205
3207;Cash;Standard;No;Every Three Months;34;2107;2206
3208;PayPal;Standard;No;Quarterly;75;2108;2207
3209;Debit Card;Express;No;Quarterly;46;2109;2208
3210;Cash;Free Shipping;No;Every Three Months;31;2110;2209
3211;Cash;Store Pickup;No;Every Three Months;93;2111;2210
3212;Credit Card;Free Shipping;No;Annually;85;2112;2211
3213;Credit Card;Two Day;No;Fortnightly;68;2113;2212
3214;Credit Card;Store Pickup;No;Every Three Months;40;2114;2213
3215;Credit Card;Standard;No;Annually;51;2115;2214
3216;Credit Card;Store Pickup;No;Bi Weekly;85;2116;2215
3217;PayPal;Express;No;Bi Weekly;23;2117;2216
3218;Bank Transfer;Free Shipping;No;Annually;28;2118;2217
3219;Bank Transfer;Two Day;No;Quarterly;44;2119;2218
3220;Debit Card;Store Pickup;No;Bi Weekly;57;2120;2219
3221;Venmo;Next Day;No;Quarterly;98;2121;2220
3222;Credit Card;Two Day;No;Monthly;68;2122;2221
3223;PayPal;Express;No;Weekly;36;2123;2222
3224;Cash;Express;No;Bi Weekly;71;2124;2223
3225;Venmo;Next Day;No;Quarterly;60;2125;2224
3226;Credit Card;Store Pickup;No;Quarterly;87;2126;2225
3227;PayPal;Express;No;Monthly;38;2127;2226
3228;Credit Card;Two Day;No;Weekly;45;2128;2227
3229;PayPal;Two Day;No;Weekly;47;2129;2228
3230;Credit Card;Store Pickup;No;Every Three Months;57;2130;2229
3231;Debit Card;Free Shipping;No;Annually;68;2131;2230
3232;Credit Card;Express;No;Fortnightly;52;2132;2231
3233;PayPal;Two Day;No;Weekly;87;2133;2232
3234;PayPal;Standard;No;Annually;34;2134;2233
3235;Venmo;Standard;No;Fortnightly;41;2135;2234
3236;Credit Card;Next Day;No;Every Three Months;94;2136;2235
3237;Bank Transfer;Standard;No;Fortnightly;93;2137;2236
3238;Bank Transfer;Two Day;No;Every Three Months;51;2138;2237
3239;Venmo;Next Day;No;Quarterly;42;2139;2238
3240;Credit Card;Free Shipping;No;Weekly;95;2140;2239
3241;Cash;Standard;No;Fortnightly;90;2141;2240
3242;Credit Card;Two Day;No;Annually;98;2142;2241
3243;Venmo;Next Day;No;Quarterly;39;2143;2242
3244;Debit Card;Next Day;No;Bi Weekly;66;2144;2243
3245;Cash;Free Shipping;No;Quarterly;23;2145;2244
3246;Debit Card;Standard;No;Annually;73;2146;2245
3247;Debit Card;Standard;No;Every Three Months;23;2147;2246
3248;PayPal;Standard;No;Fortnightly;43;2148;2247
3249;PayPal;Two Day;No;Bi Weekly;45;2149;2248
3250;Bank Transfer;Standard;No;Weekly;21;2150;2249
3251;PayPal;Two Day;No;Weekly;40;2151;2250
3252;Venmo;Two Day;No;Monthly;58;2152;2251
3253;Bank Transfer;Next Day;No;Bi Weekly;48;2153;2252
3254;Credit Card;Free Shipping;No;Annually;94;2154;2253
3255;Debit Card;Store Pickup;No;Every Three Months;74;2155;2254
3256;Debit Card;Store Pickup;No;Monthly;51;2156;2255
3257;PayPal;Next Day;No;Bi Weekly;83;2157;2256
3258;Debit Card;Next Day;No;Fortnightly;68;2158;2257
3259;Credit Card;Standard;No;Fortnightly;84;2159;2258
3260;PayPal;Free Shipping;No;Annually;58;2160;2259
3261;Bank Transfer;Express;No;Annually;92;2161;2260
3262;Credit Card;Express;No;Fortnightly;69;2162;2261
3263;Credit Card;Free Shipping;No;Weekly;48;2163;2262
3264;Bank Transfer;Express;No;Monthly;60;2164;2263
3265;Venmo;Next Day;No;Bi Weekly;20;2165;2264
3266;Bank Transfer;Express;No;Every Three Months;55;2166;2265
3267;Venmo;Express;No;Bi Weekly;88;2167;2266
3268;Venmo;Standard;No;Fortnightly;48;2168;2267
3269;Bank Transfer;Next Day;No;Quarterly;74;2169;2268
3270;PayPal;Next Day;No;Bi Weekly;42;2170;2269
3271;PayPal;Next Day;No;Every Three Months;32;2171;2270
3272;Credit Card;Store Pickup;No;Fortnightly;98;2172;2271
3273;Bank Transfer;Store Pickup;No;Fortnightly;89;2173;2272
3274;Cash;Two Day;No;Quarterly;97;2174;2273
3275;Cash;Store Pickup;No;Annually;49;2175;2274
3276;Bank Transfer;Free Shipping;No;Fortnightly;50;2176;2275
3277;Venmo;Two Day;No;Quarterly;91;2177;2276
3278;Bank Transfer;Express;No;Bi Weekly;93;2178;2277
3279;Debit Card;Standard;No;Annually;98;2179;2278
3280;Credit Card;Next Day;No;Monthly;82;2180;2279
3281;Debit Card;Store Pickup;No;Quarterly;37;2181;2280
3282;Venmo;Free Shipping;No;Bi Weekly;63;2182;2281
3283;Cash;Store Pickup;No;Bi Weekly;99;2183;2282
3284;PayPal;Store Pickup;No;Monthly;37;2184;2283
3285;PayPal;Free Shipping;No;Every Three Months;34;2185;2284
3286;Venmo;Express;No;Every Three Months;32;2186;2285
3287;Bank Transfer;Next Day;No;Every Three Months;23;2187;2286
3288;Venmo;Free Shipping;No;Annually;78;2188;2287
3289;PayPal;Next Day;No;Weekly;54;2189;2288
3290;PayPal;Express;No;Bi Weekly;94;2190;2289
3291;Debit Card;Express;No;Annually;75;2191;2290
3292;Venmo;Next Day;No;Bi Weekly;69;2192;2291
3293;Bank Transfer;Next Day;No;Monthly;35;2193;2292
3294;Bank Transfer;Express;No;Monthly;78;2194;2293
3295;Debit Card;Standard;No;Quarterly;29;2195;2294
3296;Credit Card;Next Day;No;Monthly;62;2196;2295
3297;Venmo;Next Day;No;Weekly;58;2197;2296
3298;PayPal;Two Day;No;Monthly;88;2198;2297
3299;Cash;Free Shipping;No;Monthly;80;2199;2298
3300;Bank Transfer;Store Pickup;No;Monthly;47;2200;2299
3301;PayPal;Next Day;No;Every Three Months;51;2201;2300
3302;Bank Transfer;Two Day;No;Annually;25;2202;2301
3303;PayPal;Next Day;No;Weekly;36;2203;2302
3304;Venmo;Free Shipping;No;Quarterly;79;2204;2303
3305;Venmo;Two Day;No;Monthly;41;2205;2304
3306;PayPal;Express;No;Weekly;68;2206;2305
3307;PayPal;Store Pickup;No;Fortnightly;51;2207;2306
3308;Debit Card;Next Day;No;Annually;38;2208;2307
3309;Debit Card;Two Day;No;Monthly;46;2209;2308
3310;Credit Card;Two Day;No;Quarterly;20;2210;2309
3311;Venmo;Store Pickup;No;Fortnightly;25;2211;2310
3312;PayPal;Free Shipping;No;Every Three Months;89;2212;2311
3313;PayPal;Next Day;No;Quarterly;77;2213;2312
3314;Credit Card;Express;No;Quarterly;94;2214;2313
3315;Cash;Standard;No;Weekly;100;2215;2314
3316;Debit Card;Express;No;Fortnightly;96;2216;2315
3317;Credit Card;Store Pickup;No;Bi Weekly;36;2217;2316
3318;Bank Transfer;Store Pickup;No;Fortnightly;27;2218;2317
3319;Cash;Store Pickup;No;Quarterly;67;2219;2318
3320;PayPal;Store Pickup;No;Fortnightly;91;2220;2319
3321;Cash;Store Pickup;No;Annually;62;2221;2320
3322;Debit Card;Free Shipping;No;Annually;88;2222;2321
3323;PayPal;Store Pickup;No;Weekly;66;2223;2322
3324;Credit Card;Next Day;No;Quarterly;65;2224;2323
3325;Credit Card;Standard;No;Quarterly;25;2225;2324
3326;Credit Card;Free Shipping;No;Annually;64;2226;2325
3327;Credit Card;Store Pickup;No;Annually;72;2227;2326
3328;Venmo;Next Day;No;Fortnightly;74;2228;2327
3329;Debit Card;Free Shipping;No;Weekly;50;2229;2328
3330;Bank Transfer;Express;No;Monthly;97;2230;2329
3331;Debit Card;Express;No;Fortnightly;36;2231;2330
3332;Cash;Store Pickup;No;Weekly;49;2232;2331
3333;Bank Transfer;Store Pickup;No;Fortnightly;64;2233;2332
3334;Credit Card;Express;No;Monthly;31;2234;2333
3335;Cash;Express;No;Weekly;66;2235;2334
3336;Credit Card;Two Day;No;Annually;82;2236;2335
3337;Venmo;Standard;No;Fortnightly;88;2237;2336
3338;Bank Transfer;Next Day;No;Every Three Months;34;2238;2337
3339;Credit Card;Standard;No;Weekly;84;2239;2338
3340;Bank Transfer;Two Day;No;Every Three Months;96;2240;2339
3341;Credit Card;Next Day;No;Every Three Months;71;2241;2340
3342;Bank Transfer;Free Shipping;No;Bi Weekly;77;2242;2341
3343;PayPal;Next Day;No;Bi Weekly;66;2243;2342
3344;Cash;Two Day;No;Annually;21;2244;2343
3345;Credit Card;Two Day;No;Annually;37;2245;2344
3346;Venmo;Free Shipping;No;Fortnightly;90;2246;2345
3347;Cash;Store Pickup;No;Every Three Months;96;2247;2346
3348;PayPal;Next Day;No;Annually;37;2248;2347
3349;Cash;Free Shipping;No;Fortnightly;66;2249;2348
3350;Bank Transfer;Next Day;No;Weekly;45;2250;2349
3351;Venmo;Store Pickup;No;Weekly;89;2251;2350
3352;PayPal;Free Shipping;No;Monthly;94;2252;2351
3353;Venmo;Express;No;Annually;96;2253;2352
3354;Credit Card;Store Pickup;No;Monthly;31;2254;2353
3355;Venmo;Store Pickup;No;Every Three Months;79;2255;2354
3356;Venmo;Store Pickup;No;Quarterly;39;2256;2355
3357;Debit Card;Standard;No;Quarterly;22;2257;2356
3358;PayPal;Standard;No;Annually;32;2258;2357
3359;Bank Transfer;Store Pickup;No;Every Three Months;71;2259;2358
3360;Venmo;Free Shipping;No;Annually;96;2260;2359
3361;Venmo;Express;No;Quarterly;82;2261;2360
3362;Cash;Standard;No;Fortnightly;76;2262;2361
3363;Venmo;Two Day;No;Monthly;22;2263;2362
3364;PayPal;Store Pickup;No;Quarterly;40;2264;2363
3365;Bank Transfer;Two Day;No;Monthly;92;2265;2364
3366;Bank Transfer;Store Pickup;No;Quarterly;94;2266;2365
3367;Bank Transfer;Store Pickup;No;Weekly;44;2267;2366
3368;Venmo;Express;No;Weekly;49;2268;2367
3369;Credit Card;Two Day;No;Monthly;26;2269;2368
3370;Credit Card;Store Pickup;No;Annually;38;2270;2369
3371;Debit Card;Express;No;Weekly;72;2271;2370
3372;Cash;Free Shipping;No;Quarterly;99;2272;2371
3373;Venmo;Standard;No;Monthly;38;2273;2372
3374;Credit Card;Express;No;Bi Weekly;96;2274;2373
3375;Cash;Next Day;No;Fortnightly;27;2275;2374
3376;PayPal;Standard;No;Weekly;24;2276;2375
3377;Bank Transfer;Two Day;No;Weekly;82;2277;2376
3378;Bank Transfer;Next Day;No;Quarterly;56;2278;2377
3379;Cash;Store Pickup;No;Every Three Months;25;2279;2378
3380;Bank Transfer;Free Shipping;No;Quarterly;67;2280;2379
3381;Bank Transfer;Standard;No;Fortnightly;21;2281;2380
3382;Bank Transfer;Store Pickup;No;Annually;27;2282;2381
3383;Debit Card;Two Day;No;Annually;97;2283;2382
3384;Cash;Free Shipping;No;Fortnightly;45;2284;2383
3385;Cash;Express;No;Annually;63;2285;2384
3386;Cash;Two Day;No;Every Three Months;100;2286;2385
3387;PayPal;Store Pickup;No;Quarterly;38;2287;2386
3388;PayPal;Store Pickup;No;Annually;45;2288;2387
3389;Credit Card;Next Day;No;Weekly;91;2289;2388
3390;PayPal;Free Shipping;No;Weekly;82;2290;2389
3391;Venmo;Standard;No;Quarterly;48;2291;2390
3392;PayPal;Two Day;No;Quarterly;30;2292;2391
3393;Debit Card;Next Day;No;Monthly;34;2293;2392
3394;PayPal;Express;No;Every Three Months;68;2294;2393
3395;Venmo;Express;No;Annually;95;2295;2394
3396;Credit Card;Two Day;No;Quarterly;22;2296;2395
3397;PayPal;Next Day;No;Every Three Months;88;2297;2396
3398;PayPal;Standard;No;Quarterly;83;2298;2397
3399;PayPal;Two Day;No;Every Three Months;87;2299;2398
3400;Debit Card;Store Pickup;No;Every Three Months;57;2300;2399
3401;Venmo;Two Day;No;Monthly;88;2301;2400
3402;Debit Card;Next Day;No;Annually;20;2302;2401
3403;Cash;Store Pickup;No;Monthly;39;2303;2402
3404;Bank Transfer;Two Day;No;Fortnightly;71;2304;2403
3405;Bank Transfer;Free Shipping;No;Fortnightly;73;2305;2404
3406;Cash;Free Shipping;No;Weekly;63;2306;2405
3407;Cash;Standard;No;Bi Weekly;78;2307;2406
3408;Bank Transfer;Next Day;No;Annually;96;2308;2407
3409;Bank Transfer;Two Day;No;Quarterly;81;2309;2408
3410;Cash;Two Day;No;Quarterly;95;2310;2409
3411;Credit Card;Standard;No;Monthly;68;2311;2410
3412;PayPal;Two Day;No;Every Three Months;28;2312;2411
3413;PayPal;Free Shipping;No;Every Three Months;30;2313;2412
3414;Venmo;Next Day;No;Fortnightly;31;2314;2413
3415;Venmo;Express;No;Every Three Months;95;2315;2414
3416;Cash;Two Day;No;Quarterly;79;2316;2415
3417;Credit Card;Standard;No;Annually;39;2317;2416
3418;Debit Card;Next Day;No;Monthly;34;2318;2417
3419;PayPal;Store Pickup;No;Annually;28;2319;2418
3420;Debit Card;Free Shipping;No;Monthly;38;2320;2419
3421;Credit Card;Free Shipping;No;Every Three Months;55;2321;2420
3422;PayPal;Next Day;No;Fortnightly;31;2322;2421
3423;Cash;Store Pickup;No;Fortnightly;84;2323;2422
3424;Bank Transfer;Express;No;Monthly;93;2324;2423
3425;Debit Card;Free Shipping;No;Annually;28;2325;2424
3426;Debit Card;Two Day;No;Weekly;55;2326;2425
3427;Cash;Standard;No;Annually;63;2327;2426
3428;Credit Card;Two Day;No;Bi Weekly;94;2328;2427
3429;Credit Card;Express;No;Bi Weekly;36;2329;2428
3430;Venmo;Free Shipping;No;Annually;97;2330;2429
3431;Venmo;Store Pickup;No;Every Three Months;63;2331;2430
3432;Credit Card;Two Day;No;Bi Weekly;77;2332;2431
3433;Credit Card;Store Pickup;No;Monthly;53;2333;2432
3434;Cash;Next Day;No;Every Three Months;77;2334;2433
3435;Credit Card;Standard;No;Monthly;79;2335;2434
3436;Venmo;Store Pickup;No;Fortnightly;37;2336;2435
3437;Cash;Free Shipping;No;Weekly;94;2337;2436
3438;PayPal;Store Pickup;No;Annually;76;2338;2437
3439;PayPal;Express;No;Quarterly;68;2339;2438
3440;Cash;Next Day;No;Quarterly;65;2340;2439
3441;Venmo;Standard;No;Fortnightly;24;2341;2440
3442;Cash;Express;No;Every Three Months;31;2342;2441
3443;Credit Card;Standard;No;Fortnightly;89;2343;2442
3444;Venmo;Two Day;No;Monthly;49;2344;2443
3445;Credit Card;Express;No;Bi Weekly;92;2345;2444
3446;Bank Transfer;Express;No;Every Three Months;32;2346;2445
3447;Bank Transfer;Standard;No;Fortnightly;67;2347;2446
3448;Credit Card;Express;No;Every Three Months;64;2348;2447
3449;PayPal;Next Day;No;Every Three Months;84;2349;2448
3450;Venmo;Standard;No;Every Three Months;34;2350;2449
3451;Bank Transfer;Free Shipping;No;Annually;26;2351;2450
3452;Credit Card;Store Pickup;No;Bi Weekly;50;2352;2451
3453;Credit Card;Store Pickup;No;Quarterly;46;2353;2452
3454;Credit Card;Standard;No;Every Three Months;71;2354;2453
3455;Cash;Next Day;No;Monthly;78;2355;2454
3456;PayPal;Next Day;No;Monthly;35;2356;2455
3457;Bank Transfer;Free Shipping;No;Quarterly;58;2357;2456
3458;Bank Transfer;Two Day;No;Bi Weekly;67;2358;2457
3459;Bank Transfer;Standard;No;Quarterly;93;2359;2458
3460;Venmo;Two Day;No;Every Three Months;81;2360;2459
3461;Debit Card;Two Day;No;Every Three Months;80;2361;2460
3462;Cash;Two Day;No;Every Three Months;64;2362;2461
3463;Venmo;Standard;No;Monthly;41;2363;2462
3464;PayPal;Express;No;Bi Weekly;79;2364;2463
3465;Credit Card;Free Shipping;No;Quarterly;60;2365;2464
3466;Cash;Next Day;No;Monthly;91;2366;2465
3467;PayPal;Express;No;Fortnightly;66;2367;2466
3468;Bank Transfer;Standard;No;Bi Weekly;85;2368;2467
3469;Credit Card;Standard;No;Every Three Months;38;2369;2468
3470;Debit Card;Standard;No;Monthly;23;2370;2469
3471;Debit Card;Store Pickup;No;Weekly;71;2371;2470
3472;PayPal;Next Day;No;Annually;25;2372;2471
3473;Debit Card;Express;No;Fortnightly;39;2373;2472
3474;Bank Transfer;Express;No;Every Three Months;20;2374;2473
3475;Cash;Standard;No;Monthly;73;2375;2474
3476;PayPal;Next Day;No;Quarterly;63;2376;2475
3477;Venmo;Express;No;Weekly;94;2377;2476
3478;Venmo;Next Day;No;Annually;94;2378;2477
3479;Debit Card;Store Pickup;No;Bi Weekly;71;2379;2478
3480;Credit Card;Two Day;No;Monthly;77;2380;2479
3481;Credit Card;Next Day;No;Fortnightly;66;2381;2480
3482;Bank Transfer;Free Shipping;No;Annually;23;2382;2481
3483;Debit Card;Express;No;Weekly;60;2383;2482
3484;Cash;Two Day;No;Annually;72;2384;2483
3485;Debit Card;Two Day;No;Quarterly;35;2385;2484
3486;Venmo;Express;No;Weekly;31;2386;2485
3487;Credit Card;Standard;No;Monthly;33;2387;2486
3488;Credit Card;Two Day;No;Monthly;95;2388;2487
3489;Credit Card;Store Pickup;No;Annually;68;2389;2488
3490;Cash;Store Pickup;No;Every Three Months;87;2390;2489
3491;Debit Card;Express;No;Fortnightly;64;2391;2490
3492;PayPal;Next Day;No;Quarterly;74;2392;2491
3493;Cash;Two Day;No;Annually;62;2393;2492
3494;Debit Card;Two Day;No;Every Three Months;97;2394;2493
3495;Cash;Two Day;No;Fortnightly;47;2395;2494
3496;Debit Card;Two Day;No;Bi Weekly;83;2396;2495
3497;Credit Card;Two Day;No;Weekly;82;2397;2496
3498;Bank Transfer;Store Pickup;No;Monthly;26;2398;2497
3499;PayPal;Free Shipping;No;Fortnightly;81;2399;2498
3500;Debit Card;Store Pickup;No;Monthly;44;2400;2499
3501;PayPal;Next Day;No;Bi Weekly;88;2401;2500
3502;Cash;Standard;No;Bi Weekly;76;2402;2501
3503;PayPal;Free Shipping;No;Weekly;89;2403;2502
3504;Bank Transfer;Standard;No;Weekly;22;2404;2503
3505;Venmo;Two Day;No;Bi Weekly;33;2405;2504
3506;Venmo;Standard;No;Quarterly;97;2406;2505
3507;Venmo;Standard;No;Weekly;57;2407;2506
3508;Credit Card;Express;No;Bi Weekly;38;2408;2507
3509;PayPal;Next Day;No;Every Three Months;55;2409;2508
3510;Credit Card;Store Pickup;No;Every Three Months;37;2410;2509
3511;Venmo;Free Shipping;No;Monthly;43;2411;2510
3512;Debit Card;Free Shipping;No;Every Three Months;96;2412;2511
3513;Debit Card;Two Day;No;Bi Weekly;51;2413;2512
3514;Bank Transfer;Two Day;No;Weekly;95;2414;2513
3515;PayPal;Next Day;No;Bi Weekly;26;2415;2514
3516;Cash;Standard;No;Weekly;34;2416;2515
3517;Cash;Next Day;No;Every Three Months;83;2417;2516
3518;Bank Transfer;Standard;No;Fortnightly;24;2418;2517
3519;Bank Transfer;Next Day;No;Every Three Months;69;2419;2518
3520;Venmo;Next Day;No;Every Three Months;40;2420;2519
3521;PayPal;Free Shipping;No;Annually;87;2421;2520
3522;PayPal;Standard;No;Every Three Months;46;2422;2521
3523;Credit Card;Store Pickup;No;Weekly;82;2423;2522
3524;PayPal;Free Shipping;No;Every Three Months;81;2424;2523
3525;Debit Card;Next Day;No;Bi Weekly;57;2425;2524
3526;Venmo;Two Day;No;Quarterly;49;2426;2525
3527;Venmo;Free Shipping;No;Every Three Months;42;2427;2526
3528;Debit Card;Standard;No;Quarterly;26;2428;2527
3529;PayPal;Next Day;No;Annually;38;2429;2528
3530;PayPal;Standard;No;Fortnightly;57;2430;2529
3531;Cash;Express;No;Quarterly;100;2431;2530
3532;Cash;Express;No;Every Three Months;73;2432;2531
3533;PayPal;Store Pickup;No;Monthly;66;2433;2532
3534;Cash;Standard;No;Bi Weekly;73;2434;2533
3535;Cash;Store Pickup;No;Monthly;45;2435;2534
3536;Cash;Free Shipping;No;Bi Weekly;27;2436;2535
3537;Credit Card;Store Pickup;No;Quarterly;24;2437;2536
3538;Credit Card;Store Pickup;No;Weekly;59;2438;2537
3539;Cash;Express;No;Weekly;20;2439;2538
3540;Cash;Standard;No;Annually;44;2440;2539
3541;Bank Transfer;Standard;No;Annually;90;2441;2540
3542;Credit Card;Free Shipping;No;Monthly;36;2442;2541
3543;PayPal;Free Shipping;No;Bi Weekly;95;2443;2542
3544;Venmo;Two Day;No;Bi Weekly;30;2444;2543
3545;Cash;Express;No;Bi Weekly;65;2445;2544
3546;PayPal;Store Pickup;No;Weekly;96;2446;2545
3547;Cash;Two Day;No;Monthly;65;2447;2546
3548;Venmo;Store Pickup;No;Fortnightly;47;2448;2547
3549;Bank Transfer;Free Shipping;No;Bi Weekly;25;2449;2548
3550;Debit Card;Express;No;Fortnightly;56;2450;2549
3551;Venmo;Standard;No;Quarterly;76;2451;2550
3552;Debit Card;Store Pickup;No;Monthly;60;2452;2551
3553;Venmo;Express;No;Every Three Months;67;2453;2552
3554;PayPal;Store Pickup;No;Annually;95;2454;2553
3555;Bank Transfer;Express;No;Annually;72;2455;2554
3556;PayPal;Express;No;Every Three Months;98;2456;2555
3557;Credit Card;Two Day;No;Monthly;83;2457;2556
3558;PayPal;Two Day;No;Quarterly;37;2458;2557
3559;Bank Transfer;Free Shipping;No;Weekly;85;2459;2558
3560;PayPal;Two Day;No;Weekly;36;2460;2559
3561;Venmo;Store Pickup;No;Annually;36;2461;2560
3562;PayPal;Next Day;No;Weekly;86;2462;2561
3563;Venmo;Standard;No;Bi Weekly;99;2463;2562
3564;Bank Transfer;Standard;No;Bi Weekly;21;2464;2563
3565;Debit Card;Express;No;Bi Weekly;84;2465;2564
3566;Cash;Free Shipping;No;Weekly;63;2466;2565
3567;Cash;Express;No;Annually;84;2467;2566
3568;Debit Card;Express;No;Annually;72;2468;2567
3569;Credit Card;Two Day;No;Weekly;21;2469;2568
3570;Cash;Standard;No;Annually;92;2470;2569
3571;Cash;Next Day;No;Fortnightly;72;2471;2570
3572;Cash;Store Pickup;No;Annually;83;2472;2571
3573;Bank Transfer;Standard;No;Annually;73;2473;2572
3574;Cash;Next Day;No;Quarterly;98;2474;2573
3575;Cash;Store Pickup;No;Quarterly;76;2475;2574
3576;Bank Transfer;Next Day;No;Monthly;43;2476;2575
3577;Debit Card;Next Day;No;Monthly;60;2477;2576
3578;Debit Card;Two Day;No;Weekly;40;2478;2577
3579;Cash;Two Day;No;Every Three Months;93;2479;2578
3580;Venmo;Standard;No;Every Three Months;98;2480;2579
3581;Debit Card;Next Day;No;Fortnightly;91;2481;2580
3582;Venmo;Free Shipping;No;Weekly;92;2482;2581
3583;PayPal;Next Day;No;Every Three Months;87;2483;2582
3584;PayPal;Standard;No;Monthly;96;2484;2583
3585;Bank Transfer;Two Day;No;Every Three Months;97;2485;2584
3586;Credit Card;Two Day;No;Annually;55;2486;2585
3587;Credit Card;Store Pickup;No;Fortnightly;58;2487;2586
3588;PayPal;Next Day;No;Bi Weekly;21;2488;2587
3589;Credit Card;Express;No;Monthly;82;2489;2588
3590;Credit Card;Express;No;Quarterly;34;2490;2589
3591;PayPal;Free Shipping;No;Every Three Months;78;2491;2590
